,image,Text,confidenceOCR
1554,images/Cropped Image1555.jpg,GUARDIAN,0.6952228043271426
1555,images/Cropped Image1558.jpg,KUSTWACHT,0.9991896497427193
1556,images/Cropped Image1557.jpg,MultrAsHIPCOM,0.38388476302948743
1557,images/Cropped Image1556.jpg,'RESCHEZONE,0.4317625940013751
1558,images/Cropped Image1559.jpg,GUARDIAN,0.7727831952306095
1559,images/Cropped Image1561.jpg,KUSTWACHT,0.9998901257533213
1560,images/Cropped Image1560.jpg,oautreta,0.0208264517308294
1561,images/Cropped Image1566.jpg,MUltRAsHIPCOM,0.2500373351871347
1562,images/Cropped Image1564.jpg,'RESCUEZONE,0.6955680712493847
1563,images/Cropped Image1562.jpg,5,0.9944205840654128
1564,images/Cropped Image1563.jpg,KUSTWACHT,0.9985409817657422
1565,images/Cropped Image1565.jpg,oautrea,0.01496664896172493
1566,images/Cropped Image1571.jpg,Erara,0.009017701543823598
1567,images/Cropped Image1569.jpg,MultrAsHIPCOM,0.3889198938620658
1568,images/Cropped Image1568.jpg,'RESCHEZONE,0.4291605685413451
1569,images/Cropped Image1567.jpg,GUARDIAN,0.9257276816526051
1570,images/Cropped Image1570.jpg,HT,0.8804003347135148
1571,images/Cropped Image1572.jpg,KUSTWACHT,0.9993375237200033
1572,images/Cropped Image1573.jpg,oihrebta,0.011488999898622124
1573,images/Cropped Image1574.jpg,MULTRAsHIPCOM,0.2572210895908964
1574,images/Cropped Image1575.jpg,'RESCUEZONE,0.5699066025352557
1575,images/Cropped Image1576.jpg,Eneprptj,0.0038941311893675497
1576,images/Cropped Image1577.jpg,JCL,0.09217208199681337
1577,images/Cropped Image1578.jpg,NZ,0.1239242981185841
1578,images/Cropped Image1579.jpg,LUISA NERI,0.8194521047905078
1579,images/Cropped Image1580.jpg,LUISA NeRI,0.6090556808374085
1580,images/Cropped Image1581.jpg,LUISA NeRI,0.6571488403320251
1581,images/Cropped Image1582.jpg,LUISA NERI,0.695197397760717
1582,images/Cropped Image1583.jpg,LUISA NERI,0.6741195003790391
1583,images/Cropped Image1585.jpg,IEVOLI Amaranth,0.40159240492557713
1584,images/Cropped Image1584.jpg,KUSTWACHT,0.9923247854574991
1585,images/Cropped Image1586.jpg,RescL,0.41191875086206164
1586,images/Cropped Image1587.jpg,OLI Amaranth,0.5030712785747524
1587,images/Cropped Image1590.jpg,KUSTWACHT,0.9761696599815445
1588,images/Cropped Image1588.jpg,ResCE,0.28284495055971437
1589,images/Cropped Image1589.jpg,IEVOLI AmaranTH,0.4307186875175652
1590,images/Cropped Image1591.jpg,KUSTWACHT,0.9913213430092972
1591,images/Cropped Image1592.jpg,TYorU,0.0015928648143248116
1592,images/Cropped Image1593.jpg,NE,0.8517075023063153
1593,images/Cropped Image1595.jpg,Aa,0.0018824589257925327
1594,images/Cropped Image1594.jpg,Rescl,0.10395582544890904
1595,images/Cropped Image1596.jpg,Tivotn,0.03446191403101608
1596,images/Cropped Image1597.jpg,Snnn,0.00047434496809728444
1597,images/Cropped Image1598.jpg,RescL,0.38695824188810823
1598,images/Cropped Image1599.jpg,ATLANTIS,0.9833268534032338
1599,images/Cropped Image1601.jpg,ATLANTIS,0.8266201447555462
1600,images/Cropped Image1600.jpg,VLISSINGEN,0.9958448482625271
1601,images/Cropped Image1602.jpg,ATLANTIS,0.9342720400380738
1602,images/Cropped Image1604.jpg,ATLANTIS,0.9297683506649358
1603,images/Cropped Image1603.jpg,ATLANTIS,0.8231308179283706
1604,images/Cropped Image1605.jpg,VLISSINGEN,0.6617497817777622
1605,images/Cropped Image1606.jpg,SMit KAMARA,0.5098773412854016
1606,images/Cropped Image1607.jpg,Smit,0.5511464476585388
1607,images/Cropped Image1608.jpg,KAMARA,0.9998929313366943
1608,images/Cropped Image1609.jpg,uleteua,0.0016229287482682102
1609,images/Cropped Image1610.jpg,SMit KAMARA,0.46705828957468376
1610,images/Cropped Image1611.jpg,Suit *auara,0.020904681827784426
1611,images/Cropped Image1612.jpg,S(,0.0024859291345541634
1612,images/Cropped Image1613.jpg,Suit tauare,0.01146622812171056
1613,images/Cropped Image1616.jpg,SKANDI Vitoria,0.6357141440398574
1614,images/Cropped Image1615.jpg,stXxud,0.04181420870967045
1615,images/Cropped Image1614.jpg,Osgvo,0.25493373649941176
1616,images/Cropped Image1617.jpg,Technip,0.9966257885590043
1617,images/Cropped Image1618.jpg,SKANDI Vitoria,0.28197565177089146
1618,images/Cropped Image1619.jpg,SCXEcpc,0.20140634535938132
1619,images/Cropped Image1620.jpg,Technip,0.9299824032584072
1620,images/Cropped Image1621.jpg,ekitmas ad & brdsberous 2016,0.32546740450367634
1621,images/Cropped Image1623.jpg,HARDi,0.243169304061998
1622,images/Cropped Image1622.jpg,( ( ( (,0.5470491050351501
1623,images/Cropped Image1624.jpg,( ( ( (,0.45250051282855797
1624,images/Cropped Image1626.jpg,Arend,0.15674021652519116
1625,images/Cropped Image1625.jpg,ArEND,0.11240208295352896
1626,images/Cropped Image1627.jpg,MIRANDA,0.9710028197779803
1627,images/Cropped Image1628.jpg,Feedue,0.029248650184519605
1628,images/Cropped Image1629.jpg,ArEM),0.1783918615953522
1629,images/Cropped Image1630.jpg,REScUE,0.2951915027939672
1630,images/Cropped Image1633.jpg,STRAV,0.036648692608668015
1631,images/Cropped Image1631.jpg,ZONE,0.7806106805801392
1632,images/Cropped Image1632.jpg,1,0.9810080173710958
1633,images/Cropped Image1634.jpg,ScHOT,0.3846337732357887
1634,images/Cropped Image1636.jpg,NJORD,0.9798921332402095
1635,images/Cropped Image1638.jpg,WEYLAND,0.9995128597194738
1636,images/Cropped Image1637.jpg,WEYLAND,0.9994496714703374
1637,images/Cropped Image1635.jpg,MOLRAAD,0.8431500729697152
1638,images/Cropped Image1639.jpg,KoltevaDE,0.29764670249218944
1639,images/Cropped Image1641.jpg,MOLRAAD,0.6707168215933065
1640,images/Cropped Image1644.jpg,KoltevaDE,0.2596622028439735
1641,images/Cropped Image1640.jpg,Anoiaiam,0.03149059985057045
1642,images/Cropped Image1642.jpg,Baltic Pride,0.4193329348761655
1643,images/Cropped Image1643.jpg,BALTIC REEFERS,0.6752165491164741
1644,images/Cropped Image1645.jpg,Baltic PRide,0.39265006875175584
1645,images/Cropped Image1646.jpg,BALTIC REEFERS,0.7628696452438388
1646,images/Cropped Image1648.jpg,BALTIC REEFERS,0.7529530008271568
1647,images/Cropped Image1647.jpg,Blqu,0.09066236019134521
1648,images/Cropped Image1649.jpg,picla,0.17527107136138165
1649,images/Cropped Image1653.jpg,HAPPY STAR,0.834367135153224
1650,images/Cropped Image1651.jpg,BIGIFT,0.5851973228467177
1651,images/Cropped Image1650.jpg,BIGIFT,0.8136180261355934
1652,images/Cropped Image1652.jpg,Bqi,0.008680182297870924
1653,images/Cropped Image1654.jpg,HAPPY STAR,0.8869136634500182
1654,images/Cropped Image1655.jpg,HAPP,0.998130738735199
1655,images/Cropped Image1656.jpg,BIGIIFT,0.6063331962916526
1656,images/Cropped Image1657.jpg,AMELS,0.9977466810798828
1657,images/Cropped Image1658.jpg,THEART OF YACHT BUILDing,0.2835975572413767
1658,images/Cropped Image1659.jpg,AXELS 19903_,0.9375304336584125
1659,images/Cropped Image1660.jpg,AKELS 19903,0.6623365625530223
1660,images/Cropped Image1662.jpg,13,0.5891467516371677
1661,images/Cropped Image1661.jpg,MultrASHIPCOM,0.5237865214514311
1662,images/Cropped Image1664.jpg,"Wunugd""",0.007916392060777898
1663,images/Cropped Image1663.jpg,73,0.8203634324725614
1664,images/Cropped Image1665.jpg,MULTRASHIPCOM,0.8398685822317085
1665,images/Cropped Image1666.jpg,DCF,0.23134735226631165
1666,images/Cropped Image1667.jpg,SKANDI ICEMAN,0.8551971734249859
1667,images/Cropped Image1668.jpg,Rescue Zone,0.27869325971764924
1668,images/Cropped Image1669.jpg,SKANDI ICEMAN,0.9904260488089095
1669,images/Cropped Image1670.jpg,DCf,0.31399688291424593
1670,images/Cropped Image1672.jpg,RESCUE Zone,0.234950366074726
1671,images/Cropped Image1671.jpg,KnrM,0.40616652369499207
1672,images/Cropped Image1673.jpg,Louisa,0.9774590521574148
1673,images/Cropped Image1674.jpg,JOHANNA,0.9392337499816157
1674,images/Cropped Image1675.jpg,"""MDEM",0.18280447102256098
1675,images/Cropped Image1676.jpg,KNRM,0.6569127440452576
1676,images/Cropped Image1677.jpg,Lovisa,0.8503689968426212
1677,images/Cropped Image1678.jpg,JOHANNA,0.9258696478485089
1678,images/Cropped Image1679.jpg,KOMMANDOR IONA,0.9981217092866091
1679,images/Cropped Image1680.jpg,KOMMANDOR IONA,0.9990869748054433
1680,images/Cropped Image1681.jpg,KOLGA,0.9976546395365326
1681,images/Cropped Image1682.jpg,KOLGA,0.9982487857837259
1682,images/Cropped Image1683.jpg,MISTRAL,0.9995079398185837
1683,images/Cropped Image1684.jpg,MISTRAL,0.9999118674959845
1684,images/Cropped Image1685.jpg,HublrG,0.07986108378693198
1685,images/Cropped Image1686.jpg,Wbrg,0.04582127928733826
1686,images/Cropped Image1687.jpg,NATHALIE,0.9997368628836996
1687,images/Cropped Image1688.jpg,SEAWELL,0.9967949317001219
1688,images/Cropped Image1689.jpg,SEAWELL,0.9966007094803164
1689,images/Cropped Image1690.jpg,KOLGA,0.9959674246354093
1690,images/Cropped Image1691.jpg,RESCUE,0.7925258033099291
1691,images/Cropped Image1692.jpg,KOLGA,0.997258358847954
1692,images/Cropped Image1693.jpg,RESCUE ZONE,0.9739568740164447
1693,images/Cropped Image1694.jpg,Rotoloy,0.07966463782884596
1694,images/Cropped Image1695.jpg,9751999,0.881380420749939
1695,images/Cropped Image1696.jpg,751999,0.9331928315899829
1696,images/Cropped Image1697.jpg,riT,0.07607101748326604
1697,images/Cropped Image1700.jpg,MULTRATUG26,0.9748399010237045
1698,images/Cropped Image1698.jpg,MULTRASHIPCOM,0.9962954342998244
1699,images/Cropped Image1699.jpg,370-,0.23726101219654083
1700,images/Cropped Image1701.jpg,ranco,0.5310949228145381
1701,images/Cropped Image1702.jpg,MULTRATUG26,0.9577758432488195
1702,images/Cropped Image1703.jpg,MULTRASHIPCOM,0.9883665461874814
1703,images/Cropped Image1704.jpg,rancO,0.4626794408170496
1704,images/Cropped Image1705.jpg,MULTRASHIPCOM,0.9900377543420997
1705,images/Cropped Image1706.jpg,co 370-,0.1767325566642753
1706,images/Cropped Image1709.jpg,ranco,0.6709022887622875
1707,images/Cropped Image1708.jpg,"""ui",0.324795959136956
1708,images/Cropped Image1707.jpg,MULTRATUG26,0.9702685000946664
1709,images/Cropped Image1710.jpg,MULTRASHIPCOM ,0.9039308732025625
1710,images/Cropped Image1711.jpg,441,0.3154409811445103
1711,images/Cropped Image1712.jpg,H m [o,0.07922511649526548
1712,images/Cropped Image1713.jpg,41,0.3043956376743368
1713,images/Cropped Image1714.jpg,441,0.4764064353661814
1714,images/Cropped Image1715.jpg,H # WoG,0.02944994769265722
1715,images/Cropped Image1716.jpg,S,0.004267415897719895
1716,images/Cropped Image1718.jpg,20,0.47823230291894603
1717,images/Cropped Image1717.jpg,M <,0.3136413097381592
1718,images/Cropped Image1719.jpg,Mon,0.0044359167281844
1719,images/Cropped Image1720.jpg,044,0.1931635794215597
1720,images/Cropped Image1722.jpg,SMULTRATUG,0.6077284531966112
1721,images/Cropped Image1721.jpg,WWWmultraship com,0.8034936876217876
1722,images/Cropped Image1724.jpg,Multratug,0.5557617803739648
1723,images/Cropped Image1723.jpg,004,0.06452223801929055
1724,images/Cropped Image1725.jpg,SMULTRATUG 4,0.5376004167689465
1725,images/Cropped Image1727.jpg,WWWmultraship.com,0.8395613677080417
1726,images/Cropped Image1726.jpg,MultratUG,0.4548631341016847
1727,images/Cropped Image1729.jpg,Whud :,0.050609796214858456
1728,images/Cropped Image1728.jpg,MLLETTA,0.07287510643217986
1729,images/Cropped Image1731.jpg,WJlud,0.1776243299856928
1730,images/Cropped Image1730.jpg,ualll,0.020346303934957895
1731,images/Cropped Image1732.jpg,044,0.3536789316882861
1732,images/Cropped Image1735.jpg,~MULTRATUG 4,0.5782330351030986
1733,images/Cropped Image1733.jpg,WWWmultraship.com   + MULTRATUG,0.33532283019487824
1734,images/Cropped Image1734.jpg,Jdicd,0.024454922221057083
1735,images/Cropped Image1736.jpg,PACIFIC CHAMPION,0.9909112345248537
1736,images/Cropped Image1737.jpg,SCUE ZONE,0.9118809500597923
1737,images/Cropped Image1738.jpg,Uicd,0.052035193890333176
1738,images/Cropped Image1739.jpg,PACIFIC CHAMPION,0.9992855035634631
1739,images/Cropped Image1740.jpg,Pacieic CHAVRON,0.0373889485696636
1740,images/Cropped Image1741.jpg,SCUE ZONE,0.9584720796039329
1741,images/Cropped Image1742.jpg,TRATUG 3i,0.26437566809279006
1742,images/Cropped Image1743.jpg,Mutraspc,0.25926138296250534
1743,images/Cropped Image1744.jpg,Multaatujjo,0.26264409144762274
1744,images/Cropped Image1745.jpg,TeaNcUZENE,0.1107605551154606
1745,images/Cropped Image1746.jpg,Multratu029,0.15916498662575324
1746,images/Cropped Image1747.jpg,Terneuzen,0.398489064285371
1747,images/Cropped Image1748.jpg,"Mr""",0.10529316196784225
1748,images/Cropped Image1749.jpg,MULTRATUG2',0.9670483601939734
1749,images/Cropped Image1751.jpg,MTRASPCOM },0.10154134239686358
1750,images/Cropped Image1750.jpg,"{Qr""3",0.1475476970253215
1751,images/Cropped Image1752.jpg,MULTRATUG34,0.4938596773415014
1752,images/Cropped Image1753.jpg,MULTRATUG 2',0.786417699370893
1753,images/Cropped Image1754.jpg,MuPRasec-,0.005441210544076287
1754,images/Cropped Image1755.jpg,MURASPCOM,0.36976607529213124
1755,images/Cropped Image1756.jpg,MultaaTu029,0.1263930538745812
1756,images/Cropped Image1757.jpg,Fterneuzen,0.061892167378327624
1757,images/Cropped Image1758.jpg,"MQy""'",0.0732375999667521
1758,images/Cropped Image1759.jpg,Terneuzen,0.3101545014899316
1759,images/Cropped Image1760.jpg,MULTRATUG 30,0.29048928425600834
1760,images/Cropped Image1761.jpg,MULTRATUG2',0.9731967533805114
1761,images/Cropped Image1762.jpg,WiratPc,0.008196885233218059
1762,images/Cropped Image1763.jpg,MURAYPCOM,0.2568531205507655
1763,images/Cropped Image1764.jpg,Multaatujjo,0.3260977187422006
1764,images/Cropped Image1765.jpg,Wultaatugz8,0.11301305033148124
1765,images/Cropped Image1766.jpg,TeRNcUZEN,0.3085417802556216
1766,images/Cropped Image1767.jpg,ultaatujjo,0.21232769584891675
1767,images/Cropped Image1768.jpg,~Teancuzen,0.18835275979465385
1768,images/Cropped Image1769.jpg,Multaatug20,0.12802259272064578
1769,images/Cropped Image1771.jpg,TERNcUZEN,0.4933711187925763
1770,images/Cropped Image1770.jpg,'MULTRATUG 34,0.21889109585049465
1771,images/Cropped Image1772.jpg,NRatPc,0.012195301759974185
1772,images/Cropped Image1775.jpg,Multratug?8,0.23466031537810153
1773,images/Cropped Image1773.jpg,Terneuzem,0.4125220650538484
1774,images/Cropped Image1774.jpg,Dockwise,0.42763924520288443
1775,images/Cropped Image1776.jpg,BLAGK,0.3177603655673378
1776,images/Cropped Image1777.jpg,MARLIN,0.5703730739072913
1777,images/Cropped Image1778.jpg,dockWise',0.34791150628681694
1778,images/Cropped Image1779.jpg,BLACK MARLIN,0.3016827807921719
1779,images/Cropped Image1780.jpg,BLACK MARLIN,0.7495332314805964
1780,images/Cropped Image1781.jpg,DockWise',0.562275384323366
1781,images/Cropped Image1782.jpg,BLACK,0.5940293772175982
1782,images/Cropped Image1784.jpg,MJARLIN,0.14357690923417227
1783,images/Cropped Image1783.jpg,MULTRATUG3o,0.6574465207633601
1784,images/Cropped Image1785.jpg,MULTRA SHIP COM,0.9326830597161769
1785,images/Cropped Image1786.jpg,40h,0.1361180490388368
1786,images/Cropped Image1787.jpg,MULTRATUG28,0.270967744053913
1787,images/Cropped Image1788.jpg,Maltasmgom,0.006297963242993531
1788,images/Cropped Image1789.jpg,MULTRATUG26,0.7475247398557835
1789,images/Cropped Image1790.jpg,MultrASHiPCOM,0.17291118203155592
1790,images/Cropped Image1791.jpg,MultrASHPCOM,0.5818937635952797
1791,images/Cropped Image1792.jpg,MULTRATUO28,0.252217526771293
1792,images/Cropped Image1793.jpg,Kaltasigol,0.003945341280171885
1793,images/Cropped Image1795.jpg,MultrATUG26,0.5195889553186429
1794,images/Cropped Image1794.jpg,MULTRATUG28,0.33834884745414257
1795,images/Cropped Image1796.jpg,Maltasigom,0.003967086597118097
1796,images/Cropped Image1797.jpg,I,0.29523652151002366
1797,images/Cropped Image1798.jpg,HHlb,0.20156875252723694
1798,images/Cropped Image1799.jpg,(WELN,0.15014756456829084
1799,images/Cropped Image1800.jpg,Uuk,0.14722803636789683
1800,images/Cropped Image1801.jpg,HHb,0.3535858514170506
1801,images/Cropped Image1802.jpg,(WERUN,0.1244105925681659
1802,images/Cropped Image1803.jpg,Faucmouat,0.3414068440458084
1803,images/Cropped Image1804.jpg,MrwmMoUOLM,0.009001834526482367
1804,images/Cropped Image1805.jpg,EPuion,0.029572025748246997
1805,images/Cropped Image1806.jpg,Joerene,0.005945645421572639
1806,images/Cropped Image1807.jpg,140,0.4642569425719209
1807,images/Cropped Image1808.jpg,MULTRATUG 14,0.9872545644914443
1808,images/Cropped Image1809.jpg,multraship com,0.6533368163374105
1809,images/Cropped Image1810.jpg,MULTRATUG 14,0.9668982237957604
1810,images/Cropped Image1812.jpg,Joerene,0.005945645421572639
1811,images/Cropped Image1813.jpg,141,0.5083055722087299
1812,images/Cropped Image1811.jpg,MULTRATUG 144,0.5168073853500184
1813,images/Cropped Image1814.jpg,multraship com,0.6533368163374105
1814,images/Cropped Image1815.jpg,MULTRATUG 14,0.9668982237957604
1815,images/Cropped Image1816.jpg,Muraugm,0.07870872483121266
1816,images/Cropped Image1817.jpg,TRNEUE,0.08951449688155251
1817,images/Cropped Image1819.jpg,141,0.6403555466258539
1818,images/Cropped Image1818.jpg,MULTRATUG 14,0.7447345172564198
1819,images/Cropped Image1820.jpg,multraship com,0.8762934286028153
1820,images/Cropped Image1821.jpg,MULTRATUG 14,0.9220119816090151
1821,images/Cropped Image1822.jpg,MuiriugM,0.04106650401873162
1822,images/Cropped Image1823.jpg,JEElu?,0.012719858908166222
1823,images/Cropped Image1825.jpg,00736054,0.011764826861341232
1824,images/Cropped Image1824.jpg,141,0.7940335273742676
1825,images/Cropped Image1827.jpg,MULTRATUG 14.,0.3830569880334982
1826,images/Cropped Image1826.jpg,multraship com,0.9033430819250241
1827,images/Cropped Image1828.jpg,MultrATUG 14,0.5138959202682818
1828,images/Cropped Image1829.jpg,MGI,0.2875012171906658
1829,images/Cropped Image1830.jpg,SMIT EMOE,0.3900266580410384
1830,images/Cropped Image1831.jpg,ZEEBRUGGE,0.9787132334412021
1831,images/Cropped Image1832.jpg,SMIT EHQE,0.34058650009816277
1832,images/Cropped Image1833.jpg,ZEEBRUGGE,0.9797975018468533
1833,images/Cropped Image1834.jpg,WGI,0.06197929009795189
1834,images/Cropped Image1835.jpg,SMIT EMQE,0.42987200739825043
1835,images/Cropped Image1836.jpg,zeebrUGGe,0.06733007631198085
1836,images/Cropped Image1837.jpg,ESVAGT,0.9727980393022401
1837,images/Cropped Image1838.jpg,CONNECTOR,0.9696766696094165
1838,images/Cropped Image1839.jpg,@Y,0.6139372960809993
1839,images/Cropped Image1840.jpg,ESVAGT,0.681084819133404
1840,images/Cropped Image1841.jpg,CONNECTOR,0.9912295079958734
1841,images/Cropped Image1842.jpg,Ma,0.07155194893593173
1842,images/Cropped Image1843.jpg,UNION PRINCESS,0.7446621686735228
1843,images/Cropped Image1845.jpg,RESCUE ZONE ,0.535783591280516
1844,images/Cropped Image1844.jpg,UNION PRINCESS,0.745573472276897
1845,images/Cropped Image1846.jpg,"IRESCUE ZONE,",0.6948022952096073
1846,images/Cropped Image1848.jpg,IRESCUE ZONE,0.921622918167241
1847,images/Cropped Image1847.jpg,"IRESCUE ZONE,",0.552099359422439
1848,images/Cropped Image1852.jpg,OMALIUS,0.6454798193737332
1849,images/Cropped Image1849.jpg,G-tec,0.8274578895659922
1850,images/Cropped Image1850.jpg,OMALIUS,0.9030264279757159
1851,images/Cropped Image1851.jpg,G-tec,0.9163763503739013
1852,images/Cropped Image1853.jpg,G-tec,0.9708242796358326
1853,images/Cropped Image1854.jpg,OMALIUS,0.7200868053490926
1854,images/Cropped Image1855.jpg,G-tec,0.9367367391036504
1855,images/Cropped Image1858.jpg,@EARBULK,0.9689636758265817
1856,images/Cropped Image1856.jpg,ARBULK,0.9951689274153814
1857,images/Cropped Image1857.jpg,'SALCONDE,0.11563784028237996
1858,images/Cropped Image1859.jpg,Salcotde,0.3750088895471112
1859,images/Cropped Image1860.jpg,SALCONOE,0.6509265278347873
1860,images/Cropped Image1861.jpg,Zhen,0.5594394207000732
1861,images/Cropped Image1862.jpg,ALEA,0.5241434574127197
1862,images/Cropped Image1863.jpg,M771,0.5728558897972107
1863,images/Cropped Image1864.jpg,ALEA,0.22770823926542513
1864,images/Cropped Image1865.jpg,M77|,0.6727672815322876
1865,images/Cropped Image1866.jpg,Aklift,0.23796454896997918
1866,images/Cropped Image1867.jpg,Gow02-Zo1;,0.21563120387184986
1867,images/Cropped Image1868.jpg,LOuIS,0.3041858013307085
1868,images/Cropped Image1869.jpg,SARENS,0.9999524034305087
1869,images/Cropped Image1870.jpg,Lantd,0.03941940597400553
1870,images/Cropped Image1871.jpg,GOw02-Zo1,0.12508262084388702
1871,images/Cropped Image1872.jpg,LoUIs,0.2826269784343486
1872,images/Cropped Image1873.jpg,LOUIS,0.5092112074514552
1873,images/Cropped Image1874.jpg,SARENS,0.9998799210968269
1874,images/Cropped Image1875.jpg,Cni,0.19352207236761032
1875,images/Cropped Image1877.jpg,LOUIS,0.7601173020266111
1876,images/Cropped Image1876.jpg,SARENS,0.999945784644324
1877,images/Cropped Image1878.jpg,Cani,0.11149098724126816
1878,images/Cropped Image1879.jpg,dockmIse VANGuARd,0.17787834810948208
1879,images/Cropped Image1880.jpg,DEC40TsE,0.01937823873167446
1880,images/Cropped Image1881.jpg,LeRSTAd,0.027519009280652203
1881,images/Cropped Image1882.jpg,DOcKWISE,0.5018734528007646
1882,images/Cropped Image1883.jpg,dockmise VaNGuard,0.15442330169146185
1883,images/Cropped Image1884.jpg,LLersiad,0.13761591751523533
1884,images/Cropped Image1885.jpg,DocKWISE,0.21629665508282916
1885,images/Cropped Image1886.jpg,IEVOLI AMARANTH,0.6670716937866671
1886,images/Cropped Image1887.jpg,KUSIV ACHT,0.6353622624665206
1887,images/Cropped Image1888.jpg,-5,0.9409471345592993
1888,images/Cropped Image1889.jpg,IEVOLI AMARANTH,0.9299728991772201
1889,images/Cropped Image1890.jpg,KUS) MACHT,0.359941955255504
1890,images/Cropped Image1891.jpg,RESCHEZDI,0.25402458386944177
1891,images/Cropped Image1892.jpg,0 -5,0.875912587400683
1892,images/Cropped Image1893.jpg,KUS) MACHT,0.7502640393991596
1893,images/Cropped Image1894.jpg,5,0.9994372921263484
1894,images/Cropped Image1895.jpg,EAGLE,0.9869749935471182
1895,images/Cropped Image1896.jpg,EAGLE,0.668467081146576
1896,images/Cropped Image1897.jpg,Karima,0.6030247703387047
1897,images/Cropped Image1898.jpg,KARIMA,0.9042672884134408
1898,images/Cropped Image1899.jpg,KARIMA,0.8916034170668244
1899,images/Cropped Image1900.jpg,Tenr,0.0009572196868248284
1900,images/Cropped Image1901.jpg,ANELS-t0,0.28650812955292404
1901,images/Cropped Image1902.jpg,SB4Lano,0.10213155230840694
1902,images/Cropped Image1903.jpg,WETeof,0.13168502310219765
1903,images/Cropped Image1904.jpg,HHEHSIHE ,0.1544794455071371
1904,images/Cropped Image1908.jpg,se4 Lano,0.09789467509632835
1905,images/Cropped Image1907.jpg,"""eTegr",0.05149938646348763
1906,images/Cropped Image1905.jpg,TV,0.15066151508365655
1907,images/Cropped Image1906.jpg,Jut,0.5762114983679293
1908,images/Cropped Image1909.jpg,BEVER,0.9987075648256585
1909,images/Cropped Image1910.jpg,Jeatsee,0.000300675804881479
1910,images/Cropped Image1912.jpg,5,0.10442918343814256
1911,images/Cropped Image1911.jpg,Iut,0.11700666003752697
1912,images/Cropped Image1914.jpg,BEVER,0.9993106475951299
1913,images/Cropped Image1913.jpg,ANDIJK,0.442023459601615
1914,images/Cropped Image1915.jpg,Kortinnooen,0.0013818727492866914
1915,images/Cropped Image1916.jpg,SLcSES,0.04523517098862833
1916,images/Cropped Image1917.jpg,'ATLANTIS,0.9612924273114029
1917,images/Cropped Image1918.jpg,'ATLANTIS,0.9154263646023529
1918,images/Cropped Image1919.jpg,'ATLANTIS,0.9675454672952967
1919,images/Cropped Image1920.jpg,'ATLANTIS,0.9655322668126536
1920,images/Cropped Image1921.jpg,'ATLANTIS,0.9701405520889715
1921,images/Cropped Image1922.jpg,NEXUS,0.8964786414928384
1922,images/Cropped Image1923.jpg,Van Oord,0.5566855975700413
1923,images/Cropped Image1924.jpg,rd,0.9997906208773405
1924,images/Cropped Image1925.jpg,NEXUS,0.9996726045893953
1925,images/Cropped Image1926.jpg,Van Oo,0.7907308593702251
1926,images/Cropped Image1927.jpg,WLTRATUG,0.9015885135167357
1927,images/Cropped Image1928.jpg,28,0.9974375070660224
1928,images/Cropped Image1929.jpg,26686,0.4974727261504024
1929,images/Cropped Image1931.jpg,MULTRATUg28,0.27553729392804904
1930,images/Cropped Image1930.jpg,MULTRASHIPCOM ,0.8531983668093066
1931,images/Cropped Image1932.jpg,WLTRATUG,0.9330068003039124
1932,images/Cropped Image1933.jpg,28,0.9974545216440946
1933,images/Cropped Image1934.jpg,26686,0.3835465537733049
1934,images/Cropped Image1935.jpg,MULTRATUG 28,0.4379203794803455
1935,images/Cropped Image1936.jpg,ALTRATUG,0.41551685738198824
1936,images/Cropped Image1937.jpg,28,0.9971192153589133
1937,images/Cropped Image1938.jpg,26688,0.147235866765031
1938,images/Cropped Image1939.jpg,MuLtrAtuc 28,0.22750233968734332
1939,images/Cropped Image1940.jpg,MULTRASHIPCOM,0.9382553685161936
1940,images/Cropped Image1941.jpg,epg,0.17625445444304993
1941,images/Cropped Image1942.jpg,BOW,0.9424448347726285
1942,images/Cropped Image1946.jpg,JHe,0.01785415879642607
1943,images/Cropped Image1943.jpg,NORD,0.9998703002929688
1944,images/Cropped Image1945.jpg,INSPIRAT,0.9858189784096157
1945,images/Cropped Image1944.jpg,ITION,0.7662553131029997
1946,images/Cropped Image1947.jpg,J,0.06898939717210428
1947,images/Cropped Image1948.jpg,NORD,0.999620258808136
1948,images/Cropped Image1952.jpg,INSPIRAT,0.9705798580605396
1949,images/Cropped Image1951.jpg,ITION,0.578368143199033
1950,images/Cropped Image1950.jpg,NEXUS,0.9998222025642465
1951,images/Cropped Image1949.jpg,Van Oord,0.645655966044068
1952,images/Cropped Image1953.jpg,NEXUS,0.9994145072166878
1953,images/Cropped Image1955.jpg,Van Oord,0.6661886036908239
1954,images/Cropped Image1954.jpg,Torol,0.06086197461435138
1955,images/Cropped Image1956.jpg,cicqu,0.1369552252148559
1956,images/Cropped Image1957.jpg,'CGM,0.17893992364406586
1957,images/Cropped Image1958.jpg,anet,0.0037809652276337147
1958,images/Cropped Image1959.jpg,Eveac;,0.192846304035128
1959,images/Cropped Image1960.jpg,Eicou,0.06172231549638082
1960,images/Cropped Image1961.jpg,Fwea,0.005072992295026779
1961,images/Cropped Image1962.jpg,Vneel,0.004575992705951267
1962,images/Cropped Image1963.jpg,Rhl,0.04208655688170979
1963,images/Cropped Image1964.jpg,Todeerrds,0.0007381431094906191
1964,images/Cropped Image1965.jpg,"""unuou"" ",0.005613894283538104
